en,fr,type,module
Coupons Information,Informations sur les bons de réduction,module,Magento_SalesRule
Coupon Qty,Qté de bons de réduction,module,Magento_SalesRule
Code Length,Longueur du code,module,Magento_SalesRule
"Excluding prefix, suffix and separators.","En excluant le préfixe, le suffixe et les séparateurs.",module,Magento_SalesRule
Code Format,Format du code,module,Magento_SalesRule
Code Prefix,Préfixe de code,module,Magento_SalesRule
Code Suffix,Suffixe de code,module,Magento_SalesRule
Dash Every X Characters,Ajouter un trait tous les X caractères,module,Magento_SalesRule
If empty no separation.,"Si vide, aucune séparation.",module,Magento_SalesRule
Generate,Générer,module,Magento_SalesRule
Coupon Code,Code du bon de réduction,module,Magento_SalesRule
Created,Créée,module,Magento_SalesRule
Uses,Nombre d'utilisations,module,Magento_SalesRule
Times Used,Nombre d'utilisations,module,Magento_SalesRule
CSV,CSV,module,Magento_SalesRule
Excel XML,XML d'Excel,module,Magento_SalesRule
Delete,Supprimer,module,Magento_SalesRule
Are you sure you want to delete the selected coupon(s)?,Êtes-vous sûr(e) de vouloir effacer les bons de réduction sélectionnés ?,module,Magento_SalesRule
Labels,Libellés,module,Magento_SalesRule
Default Label,Libellé par défaut,module,Magento_SalesRule
Default Rule Label for All Store Views,Libellé de règle par défaut pour toutes les vues magasin,module,Magento_SalesRule
Store View Specific Labels,Libellés spécifiques par vue magasin,module,Magento_SalesRule
General Information,Informations générales,module,Magento_SalesRule
Rule Name,Nom de la règle,module,Magento_SalesRule
Description,Description,module,Magento_SalesRule
Status,Statut,module,Magento_SalesRule
Active,Actif,module,Magento_SalesRule
Inactive,Inactif,module,Magento_SalesRule
Websites,Sites web,module,Magento_SalesRule
Customer Groups,Groupes clients,module,Magento_SalesRule
Coupon,Bon de réduction,module,Magento_SalesRule
Use Auto Generation,Utiliser la génération automatique,module,Magento_SalesRule
If you select and save the rule you will be able to generate multiple coupon codes.,"Si vous sélectionnez et enregistrez la règle, vous pourrez générer des codes de bons de réductions.",module,Magento_SalesRule
Uses per Coupon,Nombre d'utilisations par coupon,module,Magento_SalesRule
Uses per Customer,Nombre d'utilisations par client,module,Magento_SalesRule
Usage limit enforced for logged in customers only.,Limite d'utilisation imposée uniquement aux clients connectés.,module,Magento_SalesRule
From,De,module,Magento_SalesRule
To,À,module,Magento_SalesRule
Priority,Priorité,module,Magento_SalesRule
Public In RSS Feed,Public dans le flux RSS,module,Magento_SalesRule
Cart Price Rule,Règle de prix panier,module,Magento_SalesRule
ID,ID,module,Magento_SalesRule
Rule,Règle,module,Magento_SalesRule
Start,Commencer,module,Magento_SalesRule
End,Fin,module,Magento_SalesRule
%1 - Discounts and Coupons,%1 - Remises et coupons,module,Magento_SalesRule
Coupons/Discounts,Coupons/Réductions,module,Magento_SalesRule
Promotions,Promotions,module,Magento_SalesRule
You deleted the rule.,Règle supprimée.,module,Magento_SalesRule
We can't delete the rule right now. Please review the log and try again.,Impossible de supprimer la règle. Merci de consulter le journal des erreurs et essayez à nouveau.,module,Magento_SalesRule
We can't find a rule to delete.,Impossible de trouver la règle à supprimer.,module,Magento_SalesRule
This rule no longer exists.,Cette règle n'existe plus.,module,Magento_SalesRule
Edit Rule,Éditer la règle,module,Magento_SalesRule
New Cart Price Rule,Nouvelle règle de prix panier,module,Magento_SalesRule
Rule is not defined,La règle n'est pas définie,module,Magento_SalesRule
Invalid data provided,Données fournies invalides,module,Magento_SalesRule
%1 coupon(s) have been generated.,% coupon(s) ont été générés.,module,Magento_SalesRule
Something went wrong while generating coupons. Please review the log and try again.,Une erreur s'est produite pendant la génération des coupons. Merci de consulter le journal des erreurs et essayez à nouveau.,module,Magento_SalesRule
Catalog,Catalogue,module,Magento_SalesRule
The wrong rule is specified.,Une mauvaise règle est spécifiée.,module,Magento_SalesRule
You saved the rule.,La règle a été sauvegardée.,module,Magento_SalesRule
Something went wrong while saving the rule data. Please review the error log.,Une erreur s'est produite durant l'enregistrement des données de la règle. Veuillez consulter le journal des erreurs.,module,Magento_SalesRule
Alphanumeric,Alphanumérique,module,Magento_SalesRule
Alphabetical,Alphabétique,module,Magento_SalesRule
Numeric,Numérique,module,Magento_SalesRule
We cannot create the requested Coupon Qty. Please check your settings and try again.,Impossible créer la quantité de coupon demandée. Merci de vérifier vos paramètres puis réessayez.,module,Magento_SalesRule
Specified rule does not allow coupons,La règle spécifiée ne permet pas l'utilisation de coupons,module,Magento_SalesRule
Specified rule only allows auto generated coupons,La règle spécifiée permet uniquement l'utilisation de coupons générés,module,Magento_SalesRule
Specified rule does not allow auto generated coupons,La règle spécifiée ne permet pas l'utilisation de coupons générés,module,Magento_SalesRule
Error occurred when saving coupon: %1,Une erreur s'est produite lors de l'enregistrement du coupon : %1,module,Magento_SalesRule
Discount (%1),Remise (%1),module,Magento_SalesRule
Discount,Remise,module,Magento_SalesRule
Coupon with the same code,Coupon de réduction avec le même code,module,Magento_SalesRule
No Coupon,Pas de coupon de réduction,module,Magento_SalesRule
Specific Coupon,Bon de réduction spécifique,module,Magento_SalesRule
Auto,Auto,module,Magento_SalesRule
Can't acquire coupon.,Impossible d'appliquer le bon.,module,Magento_SalesRule
Update the Product,Mettre à jour le produit,module,Magento_SalesRule
Special Price,Prix spécial,module,Magento_SalesRule
To Fixed Value,Nouveau prix,module,Magento_SalesRule
To Percentage,Nouveau prix en %%,module,Magento_SalesRule
By Fixed value,Remise d'une valeur fixe,module,Magento_SalesRule
By Percentage,Remise en %%,module,Magento_SalesRule
Update product's %1 %2: %3,Mettre à jour le %1 du produit %2 : %3,module,Magento_SalesRule
Subtotal,Sous-total,module,Magento_SalesRule
Total Items Quantity,Quantité totale d'articles,module,Magento_SalesRule
Total Weight,Poids total,module,Magento_SalesRule
Payment Method,Mode de paiement,module,Magento_SalesRule
Shipping Method,Mode de livraison,module,Magento_SalesRule
Shipping Postcode,Code postal de livraison,module,Magento_SalesRule
Shipping Region,Région de livraison,module,Magento_SalesRule
Shipping State/Province,État/région de livraison,module,Magento_SalesRule
Shipping Country,Pays de livraison,module,Magento_SalesRule
Product attribute combination,Combinaison d'attributs de produit,module,Magento_SalesRule
Products subselection,Sous-sélection de produits,module,Magento_SalesRule
Conditions combination,Combinaison de conditions,module,Magento_SalesRule
Cart Attribute,Attribut de panier,module,Magento_SalesRule
Quantity in cart,Quantité dans le panier,module,Magento_SalesRule
Price in cart,Prix dans le panier,module,Magento_SalesRule
Row total in cart,Total de la ligne du panier,module,Magento_SalesRule
Conditions Combination,Combinaison de conditions,module,Magento_SalesRule
Cart Item Attribute,Attribut d'article panier,module,Magento_SalesRule
Product Attribute,Attribut du produit,module,Magento_SalesRule
FOUND,PRÉSENT DANS LE,module,Magento_SalesRule
NOT FOUND,ABSENT DU,module,Magento_SalesRule
If an item is %1 in the cart with %2 of these conditions true:,Si un article est %1 panier et qu'il répond à %2 ces conditions :,module,Magento_SalesRule
total quantity,quantité totale,module,Magento_SalesRule
total amount,montant total,module,Magento_SalesRule
is,est égal(e) à,module,Magento_SalesRule
is not,est différent(e) de,module,Magento_SalesRule
equals or greater than,est supérieur(e) ou égal(e) à,module,Magento_SalesRule
equals or less than,est inférieur(e) ou égal(e) à,module,Magento_SalesRule
greater than,est supérieur(e) à,module,Magento_SalesRule
less than,est inférieur(e) à,module,Magento_SalesRule
is one of,fait partie de,module,Magento_SalesRule
is not one of,ne fait pas partie de,module,Magento_SalesRule
If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:,Si %1 %2 %3 pour une sous-sélection d'articles dans le panier répondant à %4 ces conditions :,module,Magento_SalesRule
Specified rule does not allow automatic coupon generation,La règle spécifiée ne pas pas la génération automatique de coupon,module,Magento_SalesRule
Error occurred when generating coupons: %1,Une erreur s'est produite lors de la génération des coupons : %1,module,Magento_SalesRule
Some coupons are invalid.,Certains coupons sont invalides.,module,Magento_SalesRule
Item totals are not set for the rule.,Le total des articles n'est pas spécifié dans la règle.,module,Magento_SalesRule
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","La règle de prix panier %1 basée sur l'attribut ""%2"" a été désactivée.",module,Magento_SalesRule
Entity Sequence profile not added to meta active profile,Le profil de récurrence n'a pas pas été ajouté aux métadonnées du profil courant,module,Magento_SalesSequence
Not enough arguments,Pas assez d'arguments,module,Magento_SalesSequence
Credit Memos,Credit Memos,module,Magento_Sales
Orders,Orders,module,Magento_Sales
Invoices,Invoices,module,Magento_Sales
We can't get the order instance right now.,We can't get the order instance right now.,module,Magento_Sales
Create New Order,Create New Order,module,Magento_Sales
Save Order Address,Save Order Address,module,Magento_Sales
Shipping,Shipping,module,Magento_Sales
Billing,Billing,module,Magento_Sales
Edit Order %1 %2 Address,Edit Order %1 %2 Address,module,Magento_Sales
Order Address Information,Order Address Information,module,Magento_Sales
Please correct the parent block for this block.,Please correct the parent block for this block.,module,Magento_Sales
Submit Comment,Submit Comment,module,Magento_Sales
Submit Order,Submit Order,module,Magento_Sales
Are you sure you want to cancel this order?,Are you sure you want to cancel this order?,module,Magento_Sales
Cancel,Cancel,module,Magento_Sales
Billing Address,Billing Address,module,Magento_Sales
Payment Method,Payment Method,module,Magento_Sales
Order Comment,Order Comment,module,Magento_Sales
Coupons,Coupons,module,Magento_Sales
Please select a customer,Please select a customer,module,Magento_Sales
Create New Customer,Create New Customer,module,Magento_Sales
Account Information,Account Information,module,Magento_Sales
From,From,module,Magento_Sales
To,To,module,Magento_Sales
Message,Message,module,Magento_Sales
Edit Order #%1,Edit Order #%1,module,Magento_Sales
Create New Order for %1 in %2,Create New Order for %1 in %2,module,Magento_Sales
Create New Order for New Customer in %1,Create New Order for New Customer in %1,module,Magento_Sales
